model,dataset,mode,prompt_version,opt_seed,ref_field,eval_code_rev,timestamp_utc,score_file,overall_acc,parsed_rate,n,acc:MINE,f1:MINE,n:MINE,pred_frac:MINE,acc:PERSON_k,f1:PERSON_k,n:PERSON_k,pred_frac:PERSON_k,acc:SHARED,f1:SHARED,n:SHARED,pred_frac:SHARED,acc:AMBIGUOUS,f1:AMBIGUOUS,n:AMBIGUOUS,pred_frac:AMBIGUOUS,macro_f1,abstain_precision,abstain_recall,over_abstention_rate,acc:taxonomy=A,n:taxonomy=A,acc:taxonomy=B,n:taxonomy=B,acc:taxonomy=C,n:taxonomy=C,acc:taxonomy=D,n:taxonomy=D,acc:source_dataset=ego4d,n:source_dataset=ego4d,acc:source_dataset=egolife,n:source_dataset=egolife,acc:source_dataset=hd_epic,n:source_dataset=hd_epic,serving_artifact_suspected,exclude_from_main_table,acc:source_dataset=ego4d_fho,n:source_dataset=ego4d_fho,acc:source_dataset=epic_kitchens,n:source_dataset=epic_kitchens
T20260719-094639,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T11:28:04+00:00,Qwen2.5-VL-3B-Instruct/T20260719-094639/Qwen2.5-VL-3B-Instruct_EgoOwn_Single_score.json,0.30254184748915064,1.0,3226,0.2805194805194805,0.3767,1155,0.17513949163050216,0.013071895424836602,0.0255,1224,0.008989460632362058,0.9096126255380201,0.3902,697,0.7913825170489771,0.013333333333333334,0.0175,150,0.024488530688158712,0.2025,0.0253,0.0133,0.025,0.3352272727272727,1584.0,0.26818515797207937,1361.0,0.3728813559322034,177.0,0.1346153846153846,104.0,0.29886194952993567,2021.0,0.32503660322108346,683.0,0.28735632183908044,522.0,,,,,,
T20260719-094639,EgoOwn,sparse,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T16:16:34+00:00,Qwen2.5-VL-3B-Instruct/T20260719-094639/Qwen2.5-VL-3B-Instruct_EgoOwn_score.json,0.33498605515959096,1.0,3227,0.379757785467128,0.4688,1156,0.22218779051750853,0.02287581699346405,0.0441,1224,0.014254725751471955,0.8809182209469153,0.3938,697,0.7502324140068175,0.0,0.0,150,0.013325069724202046,0.2267,0.0,0.0,0.014,0.3819444444444444,1584.0,0.2907488986784141,1362.0,0.3898305084745763,177.0,0.10576923076923077,104.0,0.293419099455715,2021.0,0.34992679355783307,683.0,0.47609942638623326,523.0,,,,,,
Qwen2.5-VL-7B-Instruct,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:33:41+00:00,Qwen2.5-VL-7B-Instruct/Qwen2.5-VL-7B-Instruct_EgoOwn_Blind_score.json,0.1183762008057019,1.0,3227,0.02422145328719723,0.0467,1156,0.013634955066625348,0.136437908496732,0.217,1224,0.09761388286334056,0.0746054519368723,0.134,697,0.024480942051440968,0.9,0.0919,150,0.8642702200185931,0.1224,0.0484,0.9,0.8625,0.10732323232323232,1584.0,0.09544787077826726,1362.0,0.11864406779661017,177.0,0.5865384615384616,104.0,0.12122711528946066,2021.0,0.09663250366032211,683.0,0.13575525812619502,523.0,,,,,,
Qwen2.5-VL-7B-Instruct,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:32:53+00:00,Qwen2.5-VL-7B-Instruct/Qwen2.5-VL-7B-Instruct_EgoOwn_Single_score.json,0.34593924364538126,1.0,3226,0.270995670995671,0.3855,1155,0.1453812771233726,0.30637254901960786,0.4028,1224,0.1977681339119653,0.5236728837876614,0.4299,697,0.31029138251704896,0.42,0.0994,150,0.3465592064476131,0.3294,0.0564,0.42,0.343,0.3465909090909091,1584.0,0.3526818515797208,1361.0,0.288135593220339,177.0,0.34615384615384615,104.0,0.3899059871350816,2021.0,0.28257686676427524,683.0,0.25862068965517243,522.0,,,,,,
Qwen2.5-VL-7B-Instruct,EgoOwn,sparse,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:33:20+00:00,Qwen2.5-VL-7B-Instruct/Qwen2.5-VL-7B-Instruct_EgoOwn_score.json,0.486210102262163,1.0,3227,0.36505190311418684,0.4787,1156,0.18810040285094515,0.673202614379085,0.5965,1224,0.4769135419894639,0.44619799139167865,0.3861,697,0.2832352029748993,0.08,0.0757,150,0.051750852184691665,0.3842,0.0719,0.08,0.0504,0.4671717171717172,1584.0,0.5381791483113069,1362.0,0.423728813559322,177.0,0.20192307692307693,104.0,0.5462642256308758,2021.0,0.37920937042459735,683.0,0.3938814531548757,523.0,,,,,,
T20260718-122845,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,90a5257,2026-07-18T21:11:03+00:00,Qwen2.5-VL-7B-Instruct/T20260718-122845/Qwen2.5-VL-7B-Instruct_EgoOwn_Blind_score.json,0.1183762008057019,1.0,3227,0.02422145328719723,0.0467,1156,0.013634955066625348,0.136437908496732,0.217,1224,0.09761388286334056,0.0746054519368723,0.134,697,0.024480942051440968,0.9,0.0919,150,0.8642702200185931,0.1224,0.0484,0.9,0.8625,0.10732323232323232,1584.0,0.09544787077826726,1362.0,0.11864406779661017,177.0,0.5865384615384616,104.0,0.12122711528946066,2021.0,0.09663250366032211,683.0,0.13575525812619502,523.0,,,,,,
T20260718-122845,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-18T14:39:47+00:00,Qwen2.5-VL-7B-Instruct/T20260718-122845/Qwen2.5-VL-7B-Instruct_EgoOwn_Single_score.json,0.34593924364538126,1.0,3226,0.270995670995671,0.3855,1155,0.1453812771233726,0.30637254901960786,0.4028,1224,0.1977681339119653,0.5236728837876614,0.4299,697,0.31029138251704896,0.42,0.0994,150,0.3465592064476131,0.3294,0.0564,0.42,0.343,0.3465909090909091,1584.0,0.3526818515797208,1361.0,0.288135593220339,177.0,0.34615384615384615,104.0,0.3899059871350816,2021.0,0.28257686676427524,683.0,0.25862068965517243,522.0,,,,,,
T20260718-122845,EgoOwn,sparse,v2-2026-07-04,0,human_label,90a5257,2026-07-18T21:00:47+00:00,Qwen2.5-VL-7B-Instruct/T20260718-122845/Qwen2.5-VL-7B-Instruct_EgoOwn_score.json,0.486210102262163,1.0,3227,0.36505190311418684,0.4787,1156,0.18810040285094515,0.673202614379085,0.5965,1224,0.4769135419894639,0.44619799139167865,0.3861,697,0.2832352029748993,0.08,0.0757,150,0.051750852184691665,0.3842,0.0719,0.08,0.0504,0.4671717171717172,1584.0,0.5381791483113069,1362.0,0.423728813559322,177.0,0.20192307692307693,104.0,0.5462642256308758,2021.0,0.37920937042459735,683.0,0.3938814531548757,523.0,,,,,,
T20260719-003234,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:33:41+00:00,Qwen2.5-VL-7B-Instruct/T20260719-003234/Qwen2.5-VL-7B-Instruct_EgoOwn_Blind_score.json,0.1183762008057019,1.0,3227,0.02422145328719723,0.0467,1156,0.013634955066625348,0.136437908496732,0.217,1224,0.09761388286334056,0.0746054519368723,0.134,697,0.024480942051440968,0.9,0.0919,150,0.8642702200185931,0.1224,0.0484,0.9,0.8625,0.10732323232323232,1584.0,0.09544787077826726,1362.0,0.11864406779661017,177.0,0.5865384615384616,104.0,0.12122711528946066,2021.0,0.09663250366032211,683.0,0.13575525812619502,523.0,,,,,,
T20260719-003234,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:32:53+00:00,Qwen2.5-VL-7B-Instruct/T20260719-003234/Qwen2.5-VL-7B-Instruct_EgoOwn_Single_score.json,0.34593924364538126,1.0,3226,0.270995670995671,0.3855,1155,0.1453812771233726,0.30637254901960786,0.4028,1224,0.1977681339119653,0.5236728837876614,0.4299,697,0.31029138251704896,0.42,0.0994,150,0.3465592064476131,0.3294,0.0564,0.42,0.343,0.3465909090909091,1584.0,0.3526818515797208,1361.0,0.288135593220339,177.0,0.34615384615384615,104.0,0.3899059871350816,2021.0,0.28257686676427524,683.0,0.25862068965517243,522.0,,,,,,
T20260719-003234,EgoOwn,sparse,v2-2026-07-04,0,human_label,90a5257,2026-07-19T00:33:20+00:00,Qwen2.5-VL-7B-Instruct/T20260719-003234/Qwen2.5-VL-7B-Instruct_EgoOwn_score.json,0.486210102262163,1.0,3227,0.36505190311418684,0.4787,1156,0.18810040285094515,0.673202614379085,0.5965,1224,0.4769135419894639,0.44619799139167865,0.3861,697,0.2832352029748993,0.08,0.0757,150,0.051750852184691665,0.3842,0.0719,0.08,0.0504,0.4671717171717172,1584.0,0.5381791483113069,1362.0,0.423728813559322,177.0,0.20192307692307693,104.0,0.5462642256308758,2021.0,0.37920937042459735,683.0,0.3938814531548757,523.0,,,,,,
clip-probe,EgoOwn,probe-linear_groupcv,,,human_label,e82f3a7,2026-07-23T06:44:25+00:00,clip-probe/EgoOwn_probe_linear_groupcv_score.json,0.7957855593430431,1.0,3227,0.8494809688581315,0.8072,1156,0.3957235822745584,0.8856209150326797,0.8403,1224,0.42020452432599936,0.7173601147776184,0.777,697,0.18283235202974898,0.013333333333333334,0.026,150,0.0012395413696932136,0.6126,0.5,0.0133,0.0006,0.80239898989899,1584.0,0.8377386196769456,1362.0,0.8305084745762712,177.0,0.08653846153846154,104.0,0.8322612568035626,2021.0,0.7071742313323572,683.0,0.7705544933078394,523.0,,,,,,
clip-probe,EgoOwn,probe-linear,,,human_label,492a050,2026-07-20T11:20:07+00:00,clip-probe/EgoOwn_probe_linear_score.json,0.8007437248218159,1.0,3227,0.8650519031141869,0.8137,1156,0.403470715835141,0.8831699346405228,0.8435,1224,0.4149364735048032,0.7202295552367288,0.7844,697,0.18066315463278587,0.006666666666666667,0.0131,150,0.0009296560272699101,0.6137,0.3333,0.0067,0.0006,0.8074494949494949,1584.0,0.8443465491923642,1362.0,0.8305084745762712,177.0,0.07692307692307693,104.0,0.838693715982187,2021.0,0.705710102489019,683.0,0.7782026768642447,523.0,,,,,,
clip-probe,EgoOwn,probe-zeroshot,,,human_label,492a050,2026-07-20T11:20:07+00:00,clip-probe/EgoOwn_probe_zeroshot_score.json,0.30833591571118685,1.0,3227,0.20847750865051903,0.2759,1156,0.1831422373721723,0.4738562091503268,0.4146,1224,0.48775952897427954,0.22381635581061693,0.223,697,0.21753951038115898,0.12,0.0706,150,0.11155872327238922,0.246,0.05,0.12,0.1111,0.2916666666666667,1584.0,0.34287812041116006,1362.0,0.2598870056497175,177.0,0.19230769230769232,104.0,0.3503216229589312,2021.0,0.21669106881405564,683.0,0.26577437858508607,523.0,,,,,,
egovlp-probe,EgoOwn,probe-linear_groupcv,,,human_label,492a050,2026-07-21T00:42:23+00:00,egovlp-probe/EgoOwn_probe_linear_groupcv_score.json,0.7675859931825225,1.0,3227,0.8399653979238755,0.7998,1156,0.3941741555624419,0.8513071895424836,0.8099,1224,0.4180353269290363,0.6571018651362984,0.7106,697,0.1834521227145956,0.04,0.0732,150,0.004338394793926247,0.5984,0.4286,0.04,0.0026,0.7664141414141414,1584.0,0.8245227606461086,1362.0,0.7344632768361582,177.0,0.09615384615384616,104.0,0.7902028698664028,2021.0,0.6954612005856515,683.0,0.7743785850860421,523.0,,,,,,
egovlp-probe,EgoOwn,probe-linear,,,human_label,492a050,2026-07-21T00:42:23+00:00,egovlp-probe/EgoOwn_probe_linear_score.json,0.7855593430430741,1.0,3227,0.8494809688581315,0.8099,1156,0.393244499535172,0.8651960784313726,0.8299,1224,0.4115277347381469,0.7015781922525107,0.7494,697,0.18841028819336844,0.03333333333333333,0.0581,150,0.006817477533312674,0.6118,0.2273,0.0333,0.0055,0.7922979797979798,1584.0,0.8340675477239354,1362.0,0.7627118644067796,177.0,0.08653846153846154,104.0,0.8208807521029193,2021.0,0.7013177159590044,683.0,0.7590822179732314,523.0,,,,,,
EgoSweep_GPT,EgoOwn,sparse,v2-2026-07-04,1,human_label,a571aa6,2026-07-19T12:29:00+00:00,optseed1/EgoSweep_GPT/EgoSweep_GPT_EgoOwn_score.json,0.42609234583204214,1.0,3227,0.5614186851211073,0.5673,1156,0.3507902076231794,0.17892156862745098,0.2753,1224,0.11372792066935233,0.6857962697274032,0.5204,697,0.3532692903625658,0.19333333333333333,0.0786,150,0.1822125813449024,0.3604,0.0493,0.1933,0.1817,0.4633838383838384,1584.0,0.39500734214390604,1362.0,0.4406779661016949,177.0,0.2403846153846154,104.0,0.3612073231073726,2021.0,0.493411420204978,683.0,0.5889101338432122,523.0,,,,,,
T20260719-122320,EgoOwn,sparse,v2-2026-07-04,1,human_label,a571aa6,2026-07-19T12:29:00+00:00,optseed1/EgoSweep_GPT/T20260719-122320/EgoSweep_GPT_EgoOwn_score.json,0.42609234583204214,1.0,3227,0.5614186851211073,0.5673,1156,0.3507902076231794,0.17892156862745098,0.2753,1224,0.11372792066935233,0.6857962697274032,0.5204,697,0.3532692903625658,0.19333333333333333,0.0786,150,0.1822125813449024,0.3604,0.0493,0.1933,0.1817,0.4633838383838384,1584.0,0.39500734214390604,1362.0,0.4406779661016949,177.0,0.2403846153846154,104.0,0.3612073231073726,2021.0,0.493411420204978,683.0,0.5889101338432122,523.0,,,,,,
EgoSweep_GPT,EgoOwn,sparse,v2-2026-07-04,2,human_label,a571aa6,2026-07-19T12:34:58+00:00,optseed2/EgoSweep_GPT/EgoSweep_GPT_EgoOwn_score.json,0.4248528044623489,1.0,3227,0.5458477508650519,0.5596,1156,0.3405639913232104,0.184640522875817,0.2825,1224,0.11651688875116208,0.703012912482066,0.5263,697,0.3610164239231484,0.16,0.0651,150,0.18190269600247908,0.3584,0.0409,0.16,0.183,0.4583333333333333,1584.0,0.4023494860499266,1362.0,0.4463276836158192,177.0,0.17307692307692307,104.0,0.35724888668975757,2021.0,0.4992679355783309,683.0,0.5889101338432122,523.0,,,,,,
T20260719-122933,EgoOwn,sparse,v2-2026-07-04,2,human_label,a571aa6,2026-07-19T12:34:58+00:00,optseed2/EgoSweep_GPT/T20260719-122933/EgoSweep_GPT_EgoOwn_score.json,0.4248528044623489,1.0,3227,0.5458477508650519,0.5596,1156,0.3405639913232104,0.184640522875817,0.2825,1224,0.11651688875116208,0.703012912482066,0.5263,697,0.3610164239231484,0.16,0.0651,150,0.18190269600247908,0.3584,0.0409,0.16,0.183,0.4583333333333333,1584.0,0.4023494860499266,1362.0,0.4463276836158192,177.0,0.17307692307692307,104.0,0.35724888668975757,2021.0,0.4992679355783309,683.0,0.5889101338432122,523.0,,,,,,
qwen-vit-probe,EgoOwn,probe-linear_groupcv,,,human_label,3224621,2026-07-23T08:34:40+00:00,qwen-vit-probe/EgoOwn_probe_linear_groupcv_score.json,0.8066315463278587,1.0,3227,0.8512110726643599,0.8142,1156,0.3907654167957856,0.8913398692810458,0.8557,1224,0.41090796405330027,0.7431850789096126,0.7866,697,0.1921289123024481,0.06666666666666667,0.1176,150,0.006197706848466067,0.6436,0.5,0.0667,0.0032,0.8093434343434344,1584.0,0.8582966226138032,1362.0,0.7853107344632768,177.0,0.125,104.0,0.8485898070262247,2021.0,0.7320644216691069,683.0,0.7418738049713193,523.0,,,,,,
qwen-vit-probe,EgoOwn,probe-linear,,,human_label,3224621,2026-07-23T08:34:40+00:00,qwen-vit-probe/EgoOwn_probe_linear_score.json,0.8125193678339014,1.0,3227,0.860726643598616,0.8223,1156,0.3916950728230555,0.8929738562091504,0.8576,1224,0.410598078710877,0.7489239598278336,0.7963,697,0.19026960024790826,0.08,0.1379,150,0.007437248218159281,0.6535,0.5,0.08,0.0039,0.8131313131313131,1584.0,0.8656387665198237,1362.0,0.7909604519774012,177.0,0.14423076923076922,104.0,0.8505690252350322,2021.0,0.7423133235724744,683.0,0.7571701720841301,523.0,,,,,,
qwen-vit:Qwen_Qwen2.5-VL-32B-Instruct-probe,EgoOwn,probe-linear_groupcv,,,human_label,3224621,2026-07-23T10:36:57+00:00,qwen-vit:Qwen_Qwen2.5-VL-32B-Instruct-probe/EgoOwn_probe_linear_groupcv_score.json,0.8041524635884723,1.0,3227,0.8538062283737025,0.8144,1156,0.39293461419274867,0.880718954248366,0.8488,1224,0.4078091106290672,0.7474892395982783,0.7888,697,0.1933684536721413,0.06,0.1065,150,0.005887821506042764,0.6396,0.4737,0.06,0.0032,0.8143939393939394,1584.0,0.8487518355359766,1362.0,0.7627118644067796,177.0,0.1346153846153846,104.0,0.8446313706086096,2021.0,0.718887262079063,683.0,0.7590822179732314,523.0,,,,,,
qwen-vit:Qwen_Qwen2.5-VL-32B-Instruct-probe,EgoOwn,probe-linear,,,human_label,3224621,2026-07-23T10:36:57+00:00,qwen-vit:Qwen_Qwen2.5-VL-32B-Instruct-probe/EgoOwn_probe_linear_score.json,0.8088007437248218,1.0,3227,0.8598615916955017,0.8198,1156,0.393244499535172,0.8880718954248366,0.8532,1224,0.4102881933684537,0.7503586800573888,0.7966,697,0.19088937093275488,0.04,0.0714,150,0.005577936163619461,0.6353,0.3333,0.04,0.0039,0.8131313131313131,1584.0,0.8597650513950074,1362.0,0.7740112994350282,177.0,0.1346153846153846,104.0,0.851063829787234,2021.0,0.7174231332357247,683.0,0.7648183556405354,523.0,,,,,,
siglip-probe,EgoOwn,probe-linear_groupcv,,,human_label,492a050,2026-07-20T11:35:35+00:00,siglip-probe/EgoOwn_probe_linear_groupcv_score.json,0.8047722342733189,1.0,3227,0.8538062283737025,0.8154,1156,0.39200495816547876,0.8725490196078431,0.8453,1224,0.4037806011775643,0.763271162123386,0.8,697,0.19615742175395104,0.06666666666666667,0.1136,150,0.008057018903005888,0.6436,0.3846,0.0667,0.0052,0.8055555555555556,1584.0,0.855359765051395,1362.0,0.7966101694915254,177.0,0.14423076923076922,104.0,0.8396833250865908,2021.0,0.7203513909224012,683.0,0.780114722753346,523.0,,,,,,
siglip-probe,EgoOwn,probe-linear,,,human_label,492a050,2026-07-20T11:35:35+00:00,siglip-probe/EgoOwn_probe_linear_score.json,0.8143786798884413,1.0,3227,0.8650519031141869,0.8247,1156,0.393244499535172,0.8790849673202614,0.854,1224,0.4016114037806012,0.7776183644189383,0.8132,697,0.19708707778122095,0.06666666666666667,0.1136,150,0.008057018903005888,0.6514,0.3846,0.0667,0.0052,0.8181818181818182,1584.0,0.8649045521292217,1362.0,0.7966101694915254,177.0,0.125,104.0,0.8515586343394359,2021.0,0.7320644216691069,683.0,0.7782026768642447,523.0,,,,,,
siglip-probe,EgoOwn,probe-zeroshot,,,human_label,492a050,2026-07-20T11:35:35+00:00,siglip-probe/EgoOwn_probe_zeroshot_score.json,0.26216299969011464,1.0,3227,0.606401384083045,0.4573,1156,0.5918810040285094,0.04411764705882353,0.0759,1224,0.06135729779981407,0.09325681492109039,0.1217,697,0.11496746203904555,0.17333333333333334,0.0579,150,0.23179423613263092,0.1782,0.0348,0.1733,0.2346,0.3143939393939394,1584.0,0.20484581497797358,1362.0,0.2824858757062147,177.0,0.18269230769230768,104.0,0.09945571499257794,2021.0,0.49194729136163984,683.0,0.5908221797323135,523.0,,,,,,
Claude_Jupiter_V1_P,EgoOwn,,,,,,,smoke/Claude_Jupiter_V1_P/Claude_Jupiter_V1_P_EgoOwn_score.json,0.8,1.0,5,1.0,,4,,,,0,,0.0,,1,,,,0,,,,,,,,,,0.8,5.0,,,,,,,0.8,5.0,,,,,,
T20260625-065444,EgoOwn,,,,,,,smoke/Claude_Jupiter_V1_P/T20260625-065444/Claude_Jupiter_V1_P_EgoOwn_score.json,0.8,1.0,5,1.0,,4,,,,0,,0.0,,1,,,,0,,,,,,,,,,0.8,5.0,,,,,,,0.8,5.0,,,,,,
Claude_Jupiter_V1_P,EgoOwn,,,,,,,smoke_hf/Claude_Jupiter_V1_P/Claude_Jupiter_V1_P_EgoOwn_score.json,0.8,1.0,5,1.0,,4,,,,0,,0.0,,1,,,,0,,,,,,,,,,0.8,5.0,,,,,,,0.8,5.0,,,,,,
T20260625-070300,EgoOwn,,,,,,,smoke_hf/Claude_Jupiter_V1_P/T20260625-070300/Claude_Jupiter_V1_P_EgoOwn_score.json,0.8,1.0,5,1.0,,4,,,,0,,0.0,,1,,,,0,,,,,,,,,,0.8,5.0,,,,,,,0.8,5.0,,,,,,
Qwen2.5-Omni-3B,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_EgoLife_score.json,0.3003337041156841,1.0,899,0.6022099447513812,,181,,0.7058823529411765,,136,,0.25793650793650796,,252,,0.0,,330,,,,,,0.23503325942350334,451.0,1.0,1.0,0.38516746411483255,418.0,0.06896551724137931,29.0,,,0.3003337041156841,899.0,,,,,,,,
Qwen2.5-Omni-3B,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_NarrA_score.json,0.47074389885327844,1.0,3401,0.5,,2,,0.4837702871410737,,3204,,0.625,,80,,0.0,,115,,,,,,0.47074389885327844,3401.0,,,,,,,,,,,,,,,0.47074389885327844,3401.0,,
Qwen2.5-Omni-3B,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_score.json,0.5932504440497336,0.9378330373001776,563,0.8370927318295739,,399,,0.0,,1,,0.0,,163,,,,0,,,,,,,,,,0.5932504440497336,563.0,,,,,,,0.6325757575757576,528.0,,,,,0.0,35.0
T20260625-073629,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/T20260625-073629/Qwen2.5-Omni-3B_EgoOwn_EgoLife_score.json,0.3003337041156841,1.0,899,0.6022099447513812,,181,,0.7058823529411765,,136,,0.25793650793650796,,252,,0.0,,330,,,,,,0.23503325942350334,451.0,1.0,1.0,0.38516746411483255,418.0,0.06896551724137931,29.0,,,0.3003337041156841,899.0,,,,,,,,
T20260625-073629,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/T20260625-073629/Qwen2.5-Omni-3B_EgoOwn_NarrA_score.json,0.47074389885327844,1.0,3401,0.5,,2,,0.4837702871410737,,3204,,0.625,,80,,0.0,,115,,,,,,0.47074389885327844,3401.0,,,,,,,,,,,,,,,0.47074389885327844,3401.0,,
T20260625-073629,EgoOwn,,,,,,,vllm_full/Qwen2.5-Omni-3B/T20260625-073629/Qwen2.5-Omni-3B_EgoOwn_score.json,0.5932504440497336,0.9378330373001776,563,0.8370927318295739,,399,,0.0,,1,,0.0,,163,,,,0,,,,,,,,,,0.5932504440497336,563.0,,,,,,,0.6325757575757576,528.0,,,,,0.0,35.0
Qwen2.5-Omni-3B,EgoOwn,,,,,,,vllm_smoke/Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_score.json,0.6,1.0,10,0.75,,8,,,,0,,0.0,,2,,,,0,,,,,,,,,,0.6,10.0,,,,,,,0.6,10.0,,,,,,
T20260625-072942,EgoOwn,,,,,,,vllm_smoke/Qwen2.5-Omni-3B/T20260625-072942/Qwen2.5-Omni-3B_EgoOwn_score.json,0.6,1.0,10,0.75,,8,,,,0,,0.0,,2,,,,0,,,,,,,,,,0.6,10.0,,,,,,,0.6,10.0,,,,,,
